,index,Institute,Academic Program Name,Quota,Category,Gender,Opening Rank,Closing Rank,Round,Course Time,Degree Type,IIT,State
49067,49067,Indian Institute of Technology Dharwad,computer science and engineering,AI,OBC-NCL-PwD,Gender-Neutral,53,53,6,4, bachelor of technology,1,Karnataka
49068,49068,Indian Institute of Technology Dharwad,computer science and engineering,AI,SC,Gender-Neutral,951,1251,6,4, bachelor of technology,1,Karnataka
49069,49069,Indian Institute of Technology Dharwad,computer science and engineering,AI,SC,Female-only,1712,1733,6,4, bachelor of technology,1,Karnataka
49070,49070,Indian Institute of Technology Dharwad,computer science and engineering,AI,ST,Gender-Neutral,532,567,6,4, bachelor of technology,1,Karnataka
49071,49071,Indian Institute of Technology Dharwad,computer science and engineering,AI,ST,Female-only,643,643,6,4, bachelor of technology,1,Karnataka
49072,49072,Indian Institute of Technology Dharwad,electrical engineering,AI,GEN,Gender-Neutral,5286,9463,6,4, bachelor of technology,1,Karnataka
49073,49073,Indian Institute of Technology Dharwad,electrical engineering,AI,GEN,Female-only,13098,17334,6,4, bachelor of technology,1,Karnataka
49074,49074,Indian Institute of Technology Dharwad,electrical engineering,AI,EWS,Gender-Neutral,1168,1536,6,4, bachelor of technology,1,Karnataka
49075,49075,Indian Institute of Technology Dharwad,electrical engineering,AI,EWS,Female-only,2860,2860,6,4, bachelor of technology,1,Karnataka
49076,49076,Indian Institute of Technology Dharwad,electrical engineering,AI,OBC-NCL,Gender-Neutral,3064,3818,6,4, bachelor of technology,1,Karnataka
49077,49077,Indian Institute of Technology Dharwad,electrical engineering,AI,OBC-NCL,Female-only,6120,7405,6,4, bachelor of technology,1,Karnataka
49078,49078,Indian Institute of Technology Dharwad,electrical engineering,AI,SC,Gender-Neutral,1703,2297,6,4, bachelor of technology,1,Karnataka
49079,49079,Indian Institute of Technology Dharwad,electrical engineering,AI,SC,Female-only,2736,2793,6,4, bachelor of technology,1,Karnataka
49080,49080,Indian Institute of Technology Dharwad,electrical engineering,AI,ST,Gender-Neutral,928,986,6,4, bachelor of technology,1,Karnataka
49081,49081,Indian Institute of Technology Dharwad,electrical engineering,AI,ST,Female-only,445,445,6,4, bachelor of technology,1,Karnataka
49082,49082,Indian Institute of Technology Dharwad,engineering physics,AI,GEN,Gender-Neutral,10431,11851,6,4, bachelor of technology,1,Karnataka
49083,49083,Indian Institute of Technology Dharwad,engineering physics,AI,GEN,Female-only,16278,16278,6,4, bachelor of technology,1,Karnataka
49084,49084,Indian Institute of Technology Dharwad,engineering physics,AI,EWS,Gender-Neutral,2093,2093,6,4, bachelor of technology,1,Karnataka
49085,49085,Indian Institute of Technology Dharwad,engineering physics,AI,OBC-NCL,Gender-Neutral,4714,5001,6,4, bachelor of technology,1,Karnataka
49086,49086,Indian Institute of Technology Dharwad,engineering physics,AI,OBC-NCL,Female-only,7730,7730,6,4, bachelor of technology,1,Karnataka
49087,49087,Indian Institute of Technology Dharwad,engineering physics,AI,SC,Female-only,1540,1540,6,4, bachelor of technology,1,Karnataka
49088,49088,Indian Institute of Technology Dharwad,engineering physics,AI,ST,Gender-Neutral,486,486,6,4, bachelor of technology,1,Karnataka
49089,49089,Indian Institute of Technology Dharwad,mechanical engineering,AI,GEN,Gender-Neutral,9186,12605,6,4, bachelor of technology,1,Karnataka
49090,49090,Indian Institute of Technology Dharwad,mechanical engineering,AI,GEN,Female-only,21502,23521,6,4, bachelor of technology,1,Karnataka
49091,49091,Indian Institute of Technology Dharwad,mechanical engineering,AI,EWS,Gender-Neutral,1776,2032,6,4, bachelor of technology,1,Karnataka
49092,49092,Indian Institute of Technology Dharwad,mechanical engineering,AI,EWS,Female-only,3757,3757,6,4, bachelor of technology,1,Karnataka
49093,49093,Indian Institute of Technology Dharwad,mechanical engineering,AI,OBC-NCL,Gender-Neutral,4010,4621,6,4, bachelor of technology,1,Karnataka
49094,49094,Indian Institute of Technology Dharwad,mechanical engineering,AI,OBC-NCL,Female-only,8481,8837,6,4, bachelor of technology,1,Karnataka
49095,49095,Indian Institute of Technology Dharwad,mechanical engineering,AI,SC,Gender-Neutral,2136,2489,6,4, bachelor of technology,1,Karnataka
49096,49096,Indian Institute of Technology Dharwad,mechanical engineering,AI,SC,Female-only,3008,3300,6,4, bachelor of technology,1,Karnataka
49097,49097,Indian Institute of Technology Dharwad,mechanical engineering,AI,ST,Gender-Neutral,1024,60,6,4, bachelor of technology,1,Karnataka
49098,49098,Indian Institute of Technology Dharwad,mechanical engineering,AI,ST,Female-only,740,740,6,4, bachelor of technology,1,Karnataka
49099,49099,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",bio technology,HS,GEN,Gender-Neutral,62895,96223,6,4, bachelor of technology,0,Punjab
49100,49100,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",bio technology,HS,GEN,Female-only,53440,65794,6,4, bachelor of technology,0,Punjab
49101,49101,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",bio technology,HS,EWS,Gender-Neutral,18841,19340,6,4, bachelor of technology,0,Punjab
49102,49102,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",bio technology,HS,OBC-NCL,Gender-Neutral,100837,228884,6,4, bachelor of technology,0,Punjab
49103,49103,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",bio technology,HS,OBC-NCL,Female-only,106434,106434,6,4, bachelor of technology,0,Punjab
49104,49104,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",bio technology,HS,SC,Gender-Neutral,13674,15587,6,4, bachelor of technology,0,Punjab
49105,49105,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",bio technology,HS,SC,Female-only,12791,12791,6,4, bachelor of technology,0,Punjab
49106,49106,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",bio technology,OS,GEN,Gender-Neutral,37056,47423,6,4, bachelor of technology,0,Punjab
49107,49107,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",bio technology,OS,GEN,Female-only,46753,49982,6,4, bachelor of technology,0,Punjab
49108,49108,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",bio technology,OS,EWS,Gender-Neutral,7450,7471,6,4, bachelor of technology,0,Punjab
49109,49109,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",bio technology,OS,EWS,Female-only,9391,9391,6,4, bachelor of technology,0,Punjab
49110,49110,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",bio technology,OS,OBC-NCL,Gender-Neutral,12846,15509,6,4, bachelor of technology,0,Punjab
49111,49111,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",bio technology,OS,OBC-NCL,Female-only,21056,21056,6,4, bachelor of technology,0,Punjab
49112,49112,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",bio technology,OS,SC,Gender-Neutral,7195,8792,6,4, bachelor of technology,0,Punjab
49113,49113,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",bio technology,OS,SC,Female-only,6026,6026,6,4, bachelor of technology,0,Punjab
49114,49114,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",bio technology,OS,ST,Gender-Neutral,2703,3392,6,4, bachelor of technology,0,Punjab
49115,49115,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",bio technology,OS,ST,Female-only,3514,3514,6,4, bachelor of technology,0,Punjab
49116,49116,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",chemical engineering,HS,GEN,Gender-Neutral,45955,61721,6,4, bachelor of technology,0,Punjab
49117,49117,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",chemical engineering,HS,GEN,Female-only,50852,53918,6,4, bachelor of technology,0,Punjab
49118,49118,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",chemical engineering,HS,EWS,Gender-Neutral,12056,13731,6,4, bachelor of technology,0,Punjab
49119,49119,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",chemical engineering,HS,EWS,Female-only,10989,13726,6,4, bachelor of technology,0,Punjab
49120,49120,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",chemical engineering,HS,OBC-NCL,Gender-Neutral,44539,75007,6,4, bachelor of technology,0,Punjab
49121,49121,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",chemical engineering,HS,OBC-NCL,Female-only,39472,48813,6,4, bachelor of technology,0,Punjab
49122,49122,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",chemical engineering,HS,SC,Gender-Neutral,10822,12024,6,4, bachelor of technology,0,Punjab
49123,49123,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",chemical engineering,HS,SC,Female-only,8259,8259,6,4, bachelor of technology,0,Punjab
49124,49124,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",chemical engineering,OS,GEN,Gender-Neutral,30064,36008,6,4, bachelor of technology,0,Punjab
49125,49125,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",chemical engineering,OS,GEN,Female-only,39392,42127,6,4, bachelor of technology,0,Punjab
49126,49126,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",chemical engineering,OS,EWS,Gender-Neutral,5732,5822,6,4, bachelor of technology,0,Punjab
49127,49127,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",chemical engineering,OS,EWS,Female-only,7734,7734,6,4, bachelor of technology,0,Punjab
49128,49128,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",chemical engineering,OS,OBC-NCL,Gender-Neutral,11665,12133,6,4, bachelor of technology,0,Punjab
49129,49129,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",chemical engineering,OS,OBC-NCL,Female-only,17495,17737,6,4, bachelor of technology,0,Punjab
49130,49130,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",chemical engineering,OS,SC,Gender-Neutral,6650,7533,6,4, bachelor of technology,0,Punjab
49131,49131,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",chemical engineering,OS,SC,Female-only,8231,8231,6,4, bachelor of technology,0,Punjab
49132,49132,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",chemical engineering,OS,ST,Gender-Neutral,2499,2848,6,4, bachelor of technology,0,Punjab
49133,49133,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",chemical engineering,OS,ST,Female-only,3225,3225,6,4, bachelor of technology,0,Punjab
49134,49134,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",civil engineering,HS,GEN,Gender-Neutral,27978,53253,6,4, bachelor of technology,0,Punjab
49135,49135,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",civil engineering,HS,GEN,Female-only,61170,63800,6,4, bachelor of technology,0,Punjab
49136,49136,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",civil engineering,HS,EWS,Gender-Neutral,11107,15510,6,4, bachelor of technology,0,Punjab
49137,49137,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",civil engineering,HS,EWS,Female-only,10286,14760,6,4, bachelor of technology,0,Punjab
49138,49138,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",civil engineering,HS,OBC-NCL,Gender-Neutral,27807,93012,6,4, bachelor of technology,0,Punjab
49139,49139,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",civil engineering,HS,OBC-NCL,Female-only,46015,54452,6,4, bachelor of technology,0,Punjab
49140,49140,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",civil engineering,HS,SC,Gender-Neutral,8135,11046,6,4, bachelor of technology,0,Punjab
49141,49141,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",civil engineering,HS,SC,Female-only,9605,9605,6,4, bachelor of technology,0,Punjab
49142,49142,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",civil engineering,HS,ST,Gender-Neutral,5107,5107,6,4, bachelor of technology,0,Punjab
49143,49143,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",civil engineering,OS,GEN,Gender-Neutral,32955,38735,6,4, bachelor of technology,0,Punjab
49144,49144,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",civil engineering,OS,GEN,Female-only,45491,49431,6,4, bachelor of technology,0,Punjab
49145,49145,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",civil engineering,OS,EWS,Gender-Neutral,5858,6013,6,4, bachelor of technology,0,Punjab
49146,49146,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",civil engineering,OS,EWS,Female-only,8752,8752,6,4, bachelor of technology,0,Punjab
49147,49147,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",civil engineering,OS,OBC-NCL,Gender-Neutral,9836,11629,6,4, bachelor of technology,0,Punjab
49148,49148,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",civil engineering,OS,OBC-NCL,Female-only,18289,19732,6,4, bachelor of technology,0,Punjab
49149,49149,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",civil engineering,OS,SC,Gender-Neutral,3377,5608,6,4, bachelor of technology,0,Punjab
49150,49150,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",civil engineering,OS,ST,Gender-Neutral,1201,1521,6,4, bachelor of technology,0,Punjab
49151,49151,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",civil engineering,OS,ST,Female-only,2495,2495,6,4, bachelor of technology,0,Punjab
49152,49152,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",computer science and engineering,HS,GEN,Gender-Neutral,2654,12737,6,4, bachelor of technology,0,Punjab
49153,49153,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",computer science and engineering,HS,GEN,Female-only,4409,11337,6,4, bachelor of technology,0,Punjab
49154,49154,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",computer science and engineering,HS,OPEN-PwD,Gender-Neutral,199,246,6,4, bachelor of technology,0,Punjab
49155,49155,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",computer science and engineering,HS,EWS,Gender-Neutral,1953,2389,6,4, bachelor of technology,0,Punjab
49156,49156,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",computer science and engineering,HS,EWS,Female-only,4231,4577,6,4, bachelor of technology,0,Punjab
49157,49157,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",computer science and engineering,HS,OBC-NCL,Gender-Neutral,3581,10985,6,4, bachelor of technology,0,Punjab
49158,49158,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",computer science and engineering,HS,OBC-NCL,Female-only,5441,12316,6,4, bachelor of technology,0,Punjab
49159,49159,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",computer science and engineering,HS,SC,Gender-Neutral,1508,2414,6,4, bachelor of technology,0,Punjab
49160,49160,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",computer science and engineering,HS,SC,Female-only,1755,2117,6,4, bachelor of technology,0,Punjab
49161,49161,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",computer science and engineering,HS,ST,Gender-Neutral,2831,9007,6,4, bachelor of technology,0,Punjab
49162,49162,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",computer science and engineering,HS,ST,Female-only,9924,9924,6,4, bachelor of technology,0,Punjab
49163,49163,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",computer science and engineering,OS,GEN,Gender-Neutral,6192,9117,6,4, bachelor of technology,0,Punjab
49164,49164,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",computer science and engineering,OS,GEN,Female-only,11515,13461,6,4, bachelor of technology,0,Punjab
